Account Name,Street Address,City,State,Country,Domain,Salesforce Account ID,Segment,2H REP,2H ISR,2H DISTRICT,DM QCV Owner,STID,DISTRICT,GEN FSR,GEN ISR,DM Roster,INDUSTRY VERTICAL,INDUSTRY SEGMENT
UNITED TECHNOLOGIES,,,,,,,CORPORATE,Stewart Chris,Salazar Alex,EAST/HUNTER,WHITFIELD KARA,100866,NORTH EAST,"WLAZLO,MICHAEL","CHAVEZ,JOHNNY",WHITFIELD KARA,Mfg & Dist:4,Aerospace
COVENANT HEALTH,,KNOXVILLE,Tennessee,,,,CORPORATE,Mock Darren,Salazar Alex,EAST/HUNTER,WHITFIELD KARA,67318,SOUTH EAST,"CARREJO,NINA","TAFOYA,CHARITY",WHITFIELD KARA,Health & Life Sciences:3,Healthcare Providers
BLUE CROSS AND BLUE SHIELD OF FLORIDA INC,,JACKSONVILLE,Florida,,,,CORPORATE,Hempstead Kristin,Snyder Benjamin,EAST/HUNTER,WHITFIELD KARA,60628,SOUTH EAST,"RENEGAR,JOHN","STRILICH,SAGE",WHITFIELD KARA,Health & Life Sciences:3,Healthcare Payers
OFFICE DEPOT INC,,BOCA RATON,Florida,,,,CORPORATE,Hempstead Kristin,Snyder Benjamin,EAST/HUNTER,WHITFIELD KARA,86107,SOUTH EAST,"HARMAN,KIM","JARAMILLO,TIMO",WHITFIELD KARA,Mfg & Dist:4,Retail
LEXINGTON COUNTY HEALTH SERVICES DISTRICT INC ,,WEST COLUMBIA,South Carolina,,,,CORPORATE,Mock Darren,Salazar Alex,EAST/HUNTER,WHITFIELD KARA,455965,SOUTH EAST,"DURANGE,JASON","MERRICK,REBECCA",WHITFIELD KARA,Other Industries:5,Business Consultancy
NEUBERGER BERMAN GROUP LLC,,NEW YORK,New York,,,,CORPORATE,Taterka David,Snyder Benjamin,EAST/HUNTER,WHITFIELD KARA,457754,NY METRO,"CAMMALLERI,PETE","DAVALOS,MARCUS",WHITFIELD KARA,Financial Services Industry:2,Financial Markets
HILTON WORLDWIDE INC,,MC LEAN,Virginia,,,,CORPORATE,Mock Darren,Salazar Alex,EAST/HUNTER,WHITFIELD KARA,74869,SOUTH EAST,"CARREJO,NINA","TAFOYA,CHARITY",WHITFIELD KARA,Mfg & Dist:4,Wholesale Trade
MAIN LINE HOSPITALS INC,,PHILADELPHIA,Pennsylvania,,,,CORPORATE,Plavchak Raymond P,Salazar Alex,EAST/HUNTER,WHITFIELD KARA,506727454,NORTH EAST,"LUKE,BETTY","LUNGTOK,TENZIN",WHITFIELD KARA,Health & Life Sciences:3,Healthcare Providers
KINDRED HEALTHCARE INC,,LOUISVILLE,Kentucky,,,,CORPORATE,Cadieux Rich,Salazar Alex,EAST/HUNTER,WHITFIELD KARA,78363,MID ATLANTIC,"COPLEN,GINA","BRESACH,DANIEL",WHITFIELD KARA,Health & Life Sciences:3,Healthcare Providers
NORTH SHORE - LONG ISLAND JEWISH HEALTH SYSTEM,,GREAT NECK,New York,,,,CORPORATE,Taterka David,Snyder Benjamin,EAST/HUNTER,WHITFIELD KARA,85548,NY METRO,"CAMMALLERI,PETE","DAVALOS,MARCUS",WHITFIELD KARA,Health & Life Sciences:3,Healthcare Providers
KEYCORP,,CLEVELAND,Ohio,,,,CORPORATE,Cadieux Rich,Salazar Alex,EAST/HUNTER,WHITFIELD KARA,77626,MID ATLANTIC,"HAMILTON,STEPHEN","CARTER,DINA",WHITFIELD KARA,Financial Services Industry:2,Banking
CIGNA CORPORATION,,BLOOMFIELD,Connecticut,,,,CORPORATE,Stewart Chris,Salazar Alex,EAST/HUNTER,WHITFIELD KARA,62604,NEW BUSINESS,"PETERS,BILL","ARAGON,ROMELIA",WHITFIELD KARA,Health & Life Sciences:3,Healthcare Payers
GREENVILLE HOSPITAL SYSTEM,,GREENVILLE,South Carolina,,,,CORPORATE,Mock Darren,Salazar Alex,EAST/HUNTER,WHITFIELD KARA,75139,SOUTH EAST,"DURANGE,JASON","MERRICK,REBECCA",WHITFIELD KARA,Health & Life Sciences:3,Healthcare Providers
BAXTER INTERNATIONAL INC,,DEERFIELD,Illinois,,,,CORPORATE,Justice Andrew,Snyder Benjamin,EAST/HUNTER,WHITFIELD KARA,56840,NEW BUSINESS,"LANGMACK,TAMARA","BROWN,RENEE",WHITFIELD KARA,Health & Life Sciences:3,Pharmaceutical
ROBERTSHAW CONTROLS COMPANY,,CAROL STREAM,Illinois,,,,CORPORATE,Justice Andrew,Snyder Benjamin,EAST/HUNTER,WHITFIELD KARA,500948303,NORTH CENTRAL,"SULLIVAN,MARIA","RUSSELL,TOM",WHITFIELD KARA,0,0
MEDTRONIC INC,,MINNEAPOLIS,Minnesota,,,,CORPORATE,Justice Andrew,Snyder Benjamin,EAST/HUNTER,WHITFIELD KARA,81854,NORTH CENTRAL,"VATER,ERNIE","WHITLOCK,CHRIS",WHITFIELD KARA,Mfg & Dist:4,Discrete - High Tech
THE GOODYEAR TIRE & RUBBER COMPANY,,AKRON,Ohio,,,,CORPORATE,Cadieux Rich,Salazar Alex,EAST/HUNTER,WHITFIELD KARA,97741,NEW BUSINESS,"BUXTON,JIM","STANFORD,JACQUELINE",WHITFIELD KARA,Mfg & Dist:4,Automotive
USG CORPORATION,,CHICAGO,Illinois,,,,CORPORATE,Justice Andrew,Snyder Benjamin,EAST/HUNTER,WHITFIELD KARA,100689,NORTH CENTRAL,"SULLIVAN,MARIA","RUSSELL,TOM",WHITFIELD KARA,Other Industries:5,Construction
RIVERSIDE HEALTHCARE ASSOCIATION INC,,NEWPORT NEWS,Virginia,,,,CORPORATE,Jordan Megan,Snyder Benjamin,EAST/HUNTER,WHITFIELD KARA,90109,MID ATLANTIC,"YOUNG,STEVE","LOERA,SANDRA",WHITFIELD KARA,Health & Life Sciences:3,Healthcare Providers
MIDOCEAN US ADVISOR LP,,NEW YORK,New York,,,,CORPORATE,Taterka David,Snyder Benjamin,EAST/HUNTER,WHITFIELD KARA,82486,NEW BUSINESS,"TERSIGNI,JOE","SANCHEZ,RICH",WHITFIELD KARA,Other Industries:5,Business Consultancy
IOWA HEALTH SYSTEM,,WEST DES MOINES,Iowa,,,,CORPORATE,Justice Andrew,Snyder Benjamin,EAST/HUNTER,WHITFIELD KARA,78647,NORTH CENTRAL,"NEWELL,CHRIS","TRAHAN,CAYLA",WHITFIELD KARA,Health & Life Sciences:3,Healthcare Providers
STANLEY BLACK & DECKER INC,,NEW BRITAIN,Connecticut,,,,CORPORATE,Stewart Chris,Salazar Alex,EAST/HUNTER,WHITFIELD KARA,94880,NEW BUSINESS,"DEWBERRY,BLAKE","GALLEGOS,BEN",WHITFIELD KARA,Mfg & Dist:4,Discrete - Energy & Nat. Res.
UPMC HEALTH SYSTEM ,,PITTSBURGH,Pennsylvania,,,,CORPORATE,Plavchak Raymond P,Salazar Alex,EAST/HUNTER,WHITFIELD KARA,99957,NORTH EAST,"LUKE,BETTY","LUNGTOK,TENZIN",WHITFIELD KARA,Health & Life Sciences:3,Healthcare Providers
GRAHAM HOLDINGS COMPANY,,WASHINGTON,District of Columbia,,,,CORPORATE,Jordan Megan,Snyder Benjamin,EAST/HUNTER,WHITFIELD KARA,99901,MID ATLANTIC,"MARCH,GRANT","GIUS,CHUCK",WHITFIELD KARA,CME:1,Media & Entertainment
ALLSTATE INSURANCE CORPORATION,,NORTHBROOK,Illinois,,,,CORPORATE,Justice Andrew,Snyder Benjamin,EAST/HUNTER,WHITFIELD KARA,356523,NORTH CENTRAL,"HAMLIN,HOLLY","NIDEL,MATHEW",WHITFIELD KARA,Financial Services Industry:2,Insurance
ADVOCATE HEALTH CARE NETWORK,,DOWNERS GROVE,Illinois,,,,CORPORATE,Justice Andrew,Snyder Benjamin,EAST/HUNTER,WHITFIELD KARA,355652,NORTH CENTRAL,"HAMLIN,HOLLY","NIDEL,MATHEW",WHITFIELD KARA,Health & Life Sciences:3,Healthcare Providers
ARTHUR J GALLAGHER & CO,,ITASCA,Illinois,,,,CORPORATE,Justice Andrew,Snyder Benjamin,EAST/HUNTER,WHITFIELD KARA,56793,NORTH CENTRAL,"HAMLIN,HOLLY","NIDEL,MATHEW",WHITFIELD KARA,Financial Services Industry:2,Insurance
CINTAS CORPORATION,,CINCINNATI,Ohio,,,,CORPORATE,Cadieux Rich,Salazar Alex,EAST/HUNTER,WHITFIELD KARA,61122,MID ATLANTIC,"JOHNSON,TRACY","STEVENSON,SARA",WHITFIELD KARA,Other Industries:5,Business Services
BAPTIST MEMORIAL HEALTH CARE CORPORATION,,MEMPHIS,Tennessee,,,,CORPORATE,Mock Darren,Salazar Alex,EAST/HUNTER,WHITFIELD KARA,57233,SOUTH EAST,"CARREJO,NINA","TAFOYA,CHARITY",WHITFIELD KARA,Health & Life Sciences:3,Healthcare Providers
MEIJER COMPANIES LTD,,GRAND RAPIDS,Michigan,,,,CORPORATE,Cadieux Rich,Salazar Alex,EAST/HUNTER,WHITFIELD KARA,81874,MID ATLANTIC,"MADIS,PHIL","EVERHEART,TERESA",WHITFIELD KARA,Mfg & Dist:4,Retail
KING & SPALDING LLP,,ATLANTA,Georgia,,,,CORPORATE,Hempstead Kristin,Snyder Benjamin,EAST/HUNTER,WHITFIELD KARA,78378,SOUTH EAST,"GORHAM,ALEC","MERRICK,REBECCA",WHITFIELD KARA,Other Industries:5,Legal Services
SPX CORPORATION,,CHARLOTTE,North Carolina,,,,CORPORATE,Mock Darren,Salazar Alex,EAST/HUNTER,WHITFIELD KARA,95842,NEW BUSINESS,"DEWBERRY,BLAKE","GALLEGOS,BEN",WHITFIELD KARA,CME:1,Network Equipment Providers
HOME DEPOT INC,,ATLANTA,Georgia,,,,CORPORATE,Hempstead Kristin,Snyder Benjamin,EAST/HUNTER,WHITFIELD KARA,73875,NEW BUSINESS,"DEWBERRY,BLAKE","GALLEGOS,BEN",WHITFIELD KARA,Mfg & Dist:4,Retail
TRIBUNE COMPANY,,CHICAGO,Illinois,,,,CORPORATE,Justice Andrew,Snyder Benjamin,EAST/HUNTER,WHITFIELD KARA,99834,NORTH CENTRAL,"SULLIVAN,MARIA","RUSSELL,TOM",WHITFIELD KARA,CME:1,Media & Entertainment
SCANA CORPORATION,,CAYCE,South Carolina,,,,CORPORATE,Mock Darren,Salazar Alex,EAST/HUNTER,WHITFIELD KARA,77929,SOUTH EAST,"DURANGE,JASON","MERRICK,REBECCA",WHITFIELD KARA,Mfg & Dist:4,Utilities
MONDELEZ INTERNATIONAL INC,,DEERFIELD,Illinois,,,,CORPORATE,Justice Andrew,Snyder Benjamin,EAST/HUNTER,WHITFIELD KARA,83477,NORTH CENTRAL,"KOLIAS,CHRIS","AWE,COURTNEY",WHITFIELD KARA,Mfg & Dist:4,Consumer Packaged Goods
EQUINOX HOLDINGS INC,,NEW YORK,New York,,,,CORPORATE,Taterka David,Snyder Benjamin,EAST/HUNTER,WHITFIELD KARA,70686,NEW BUSINESS,"TERSIGNI,JOE","SANCHEZ,RICH",WHITFIELD KARA,Other Industries:5,Real Estate
STRYKER CORPORATION,,PORTAGE,Michigan,,,,CORPORATE,Cadieux Rich,Salazar Alex,EAST/HUNTER,WHITFIELD KARA,96125,MID ATLANTIC,"MADIS,PHIL","EVERHEART,TERESA",WHITFIELD KARA,Mfg & Dist:4,Discrete - High Tech
LIFEPOINT HEALTH,,BRENTWOOD,Tennessee,,,,CORPORATE,Mock Darren,Salazar Alex,EAST/HUNTER,WHITFIELD KARA,79864,SOUTH EAST,"LESTER,KARIE","HAILEY,ANTWANETTE",WHITFIELD KARA,Health & Life Sciences:3,Healthcare Providers
PARKER-HANNIFIN CORPORATION,,CLEVELAND,Ohio,,,,CORPORATE,Cadieux Rich,Salazar Alex,EAST/HUNTER,WHITFIELD KARA,88533,MID ATLANTIC,"HAMILTON,STEPHEN","CARTER,DINA",WHITFIELD KARA,Mfg & Dist:4,Discrete - Machinery
REED ELSEVIER,,WILMINGTON,Delaware,,,,CORPORATE,Cadieux Rich,Salazar Alex,EAST/HUNTER,WHITFIELD KARA,89499,NEW BUSINESS,"BUXTON,JIM","STANFORD,JACQUELINE",WHITFIELD KARA,Mfg & Dist:4,Discrete - Media & Ent.
CHRISTIANA CARE HEALTH SERVICES INC,,WILMINGTON,Delaware,,,,CORPORATE,Plavchak Raymond P,Salazar Alex,EAST/HUNTER,WHITFIELD KARA,62341,NORTH EAST,"BERG,JIM","MANUELITO,MELINA",WHITFIELD KARA,Health & Life Sciences:3,Healthcare Providers
NATIONAL AMUSEMENTS INC,,NORWOOD,Massachusetts,,,,CORPORATE,Taterka David,Snyder Benjamin,EAST/HUNTER,WHITFIELD KARA,84530,NEW BUSINESS,"TERSIGNI,JOE","SANCHEZ,RICH",WHITFIELD KARA,CME:1,Media & Entertainment
W W GRAINGER INC,,LAKE FOREST,Illinois,,,,CORPORATE,Justice Andrew,Snyder Benjamin,EAST/HUNTER,WHITFIELD KARA,102090,NORTH CENTRAL,"SULLIVAN,MARIA","RUSSELL,TOM",WHITFIELD KARA,Mfg & Dist:4,High Tech/Electronics
TRINITY HEALTH,,MINOT,North Dakota,,,,CORPORATE,Plavchak Raymond P,Salazar Alex,EAST/HUNTER,WHITFIELD KARA,97813,NORTH EAST,"LUKE,BETTY","LUNGTOK,TENZIN",WHITFIELD KARA,Health & Life Sciences:3,Healthcare Providers
CI CAPITAL PARTNERS LLC,,NEW YORK,New York,,,,CORPORATE,Mock Darren,Salazar Alex,EAST/HUNTER,WHITFIELD KARA,63404,NEW BUSINESS,"DEWBERRY,BLAKE","GALLEGOS,BEN",WHITFIELD KARA,Mfg & Dist:4,Retail
ESSENTIA HEALTH,,DULUTH,Minnesota,,,,CORPORATE,Justice Andrew,Snyder Benjamin,EAST/HUNTER,WHITFIELD KARA,456321,NORTH CENTRAL,"VATER,ERNIE","WHITLOCK,CHRIS",WHITFIELD KARA,Health & Life Sciences:3,Healthcare Providers
LANDMARK MEDIA ENTERPRISES LLC,,NORFOLK,Virginia,,,,CORPORATE,Jordan Megan,Snyder Benjamin,EAST/HUNTER,WHITFIELD KARA,79529,MID ATLANTIC,"MARCH,GRANT","GIUS,CHUCK",WHITFIELD KARA,CME:1,Media & Entertainment
CHILDRENS HOSPITAL AND HEALTH SYSTEM INC,,MILWAUKEE,Wisconsin,,,,CORPORATE,Justice Andrew,Snyder Benjamin,EAST/HUNTER,WHITFIELD KARA,62102,NORTH CENTRAL,"SULLIVAN,MARIA","RUSSELL,TOM",WHITFIELD KARA,Health & Life Sciences:3,Healthcare Providers
HALYARD HEALTH INC,,ALPHARETTA,Georgia,,,,CORPORATE,Hempstead Kristin,Snyder Benjamin,EAST/HUNTER,WHITFIELD KARA,500500286,SOUTH EAST,"GORHAM,ALEC","MERRICK,REBECCA",WHITFIELD KARA,Mfg & Dist:4,Discrete - High Tech
SUN CAPITAL PARTNERS INC,,BOCA RATON,Florida,,,,CORPORATE,Hempstead Kristin,Snyder Benjamin,EAST/HUNTER,WHITFIELD KARA,96639,NEW BUSINESS,"DEWBERRY,BLAKE","GALLEGOS,BEN",WHITFIELD KARA,Financial Services Industry:2,Banking
RWJ BARNABAS HEALTH INC,,MANAHAWKIN,New Jersey,,,,CORPORATE,Taterka David,Snyder Benjamin,EAST/HUNTER,WHITFIELD KARA,600570014,NY METRO,"CAMMALLERI,PETE","DAVALOS,MARCUS",WHITFIELD KARA,Public Sector & Education:6,Government: Social Services
CINCINNATI FINANCIAL CORPORATION,,FAIRFIELD,Ohio,,,,CORPORATE,Cadieux Rich,Salazar Alex,EAST/HUNTER,WHITFIELD KARA,60560,MID ATLANTIC,"JOHNSON,TRACY","STEVENSON,SARA",WHITFIELD KARA,Financial Services Industry:2,Insurance
ALTICOR GLOBAL HOLDINGS INC,,ADA,Michigan,,,,CORPORATE,Cadieux Rich,Salazar Alex,EAST/HUNTER,WHITFIELD KARA,456401,MID ATLANTIC,"MADIS,PHIL","EVERHEART,TERESA",WHITFIELD KARA,Mfg & Dist:4,Wholesale Trade
AVIS BUDGET GROUP INC,,PARSIPPANY,New Jersey,,,,CORPORATE,Taterka David,Snyder Benjamin,EAST/HUNTER,WHITFIELD KARA,58855,NY METRO,"SCHWAM,JACOB","GASPAR,MAGGIE",WHITFIELD KARA,Other Industries:5,Real Estate
MARRIOTT INTERNATIONAL INC,,BETHESDA,Maryland,,,,CORPORATE,Jordan Megan,Snyder Benjamin,EAST/HUNTER,WHITFIELD KARA,83014,NORTH EAST,"LUKE,BETTY","LUNGTOK,TENZIN",WHITFIELD KARA,Mfg & Dist:4,Wholesale Trade
SYKES ENTERPRISES INCORPORATED,,TAMPA,Florida,,,,CORPORATE,Hempstead Kristin,Snyder Benjamin,EAST/HUNTER,WHITFIELD KARA,96311,SOUTH EAST,"HARMAN,KIM","JARAMILLO,TIMO",WHITFIELD KARA,Other Industries:5,Computer Software/Services
LIMITED BRANDS INC,,COLUMBUS,Ohio,,,,CORPORATE,Cadieux Rich,Salazar Alex,EAST/HUNTER,WHITFIELD KARA,80028,MID ATLANTIC,"COPLEN,GINA","BRESACH,DANIEL",WHITFIELD KARA,Mfg & Dist:4,Retail
FORTUNE BRANDS HOME & SECURITY INC,,DEERFIELD,Illinois,,,,CORPORATE,Justice Andrew,Snyder Benjamin,EAST/HUNTER,WHITFIELD KARA,71778,NEW BUSINESS,"LANGMACK,TAMARA","BROWN,RENEE",WHITFIELD KARA,Mfg & Dist:4,Discrete - Retail & CG
ROYAL BANK OF SCOTLAND GROUP (US),,PROVIDENCE,Rhode Island,,,,CORPORATE,Stewart Chris,Salazar Alex,EAST/HUNTER,WHITFIELD KARA,92761,NEW BUSINESS,"PETERS,BILL","ARAGON,ROMELIA",WHITFIELD KARA,Financial Services Industry:2,Banking
SHERMAN HOSPITAL,,ELGIN,Illinois,,,,CORPORATE,Justice Andrew,Snyder Benjamin,EAST/HUNTER,WHITFIELD KARA,92457,NORTH CENTRAL,"HAMLIN,HOLLY","NIDEL,MATHEW",WHITFIELD KARA,Health & Life Sciences:3,Healthcare Providers
SUNGARD CAPITAL CORP,,WAYNE,Pennsylvania,,,,CORPORATE,Hempstead Kristin,Snyder Benjamin,EAST/HUNTER,WHITFIELD KARA,97411,SOUTH EAST,"RENEGAR,JOHN","STRILICH,SAGE",WHITFIELD KARA,Financial Services Industry:2,Financial Markets
MOUNTAIN STATES HEALTH ALLIANCE,,JOHNSON CITY,Tennessee,,,,CORPORATE,Mock Darren,Salazar Alex,EAST/HUNTER,WHITFIELD KARA,84823,SOUTH EAST,"CARREJO,NINA","TAFOYA,CHARITY",WHITFIELD KARA,Health & Life Sciences:3,Healthcare Providers
MASCO CORPORATION,,TAYLOR,Michigan,,,,CORPORATE,Cadieux Rich,Salazar Alex,EAST/HUNTER,WHITFIELD KARA,81605,NEW BUSINESS,"BUXTON,JIM","STANFORD,JACQUELINE",WHITFIELD KARA,Mfg & Dist:4,Discrete - Energy & Nat. Res.
BENCHMARK ELECTRONICS INC,,ANGLETON,Texas,,,,CORPORATE,Justice Andrew,Snyder Benjamin,EAST/HUNTER,WHITFIELD KARA,56570,NORTH CENTRAL,"VATER,ERNIE","WHITLOCK,CHRIS",WHITFIELD KARA,Mfg & Dist:4,High Tech/Electronics
MEDSTAR HEALTH INC,,COLUMBIA,Maryland,,,,CORPORATE,Jordan Megan,Snyder Benjamin,EAST/HUNTER,WHITFIELD KARA,81852,MID ATLANTIC,"YOUNG,STEVE","LOERA,SANDRA",WHITFIELD KARA,Health & Life Sciences:3,Healthcare Providers
TYCO ELECTRONICS CORPORATION,,BERWYN,Pennsylvania,,,,CORPORATE,Plavchak Raymond P,Salazar Alex,EAST/HUNTER,WHITFIELD KARA,99056,NEW BUSINESS,"PETERS,BILL","ARAGON,ROMELIA",WHITFIELD KARA,Mfg & Dist:4,High Tech/Electronics
SAMARITAN REGIONAL HEALTH SYSTEM,,ASHLAND,Ohio,,,,CORPORATE,Cadieux Rich,Salazar Alex,EAST/HUNTER,WHITFIELD KARA,92691,MID ATLANTIC,"HAMILTON,STEPHEN","CARTER,DINA",WHITFIELD KARA,Health & Life Sciences:3,Healthcare Providers
RALPH LAUREN CORPORATION,,NEW YORK,New York,,,,CORPORATE,Taterka David,Snyder Benjamin,EAST/HUNTER,WHITFIELD KARA,89887,NY METRO,"HAENN,VALERIE","VELARDE,ANDREA",WHITFIELD KARA,Mfg & Dist:4,Consumer Packaged Goods
IOWA FARM BUREAU FEDERATION,,WEST DES MOINES,Iowa,,,,CORPORATE,Justice Andrew,Snyder Benjamin,EAST/HUNTER,WHITFIELD KARA,78646,NORTH CENTRAL,"NEWELL,CHRIS","TRAHAN,CAYLA",WHITFIELD KARA,Other Industries:5,Business Services
ARCONIC INC,,NEW KENSINGTON,Pennsylvania,,,,CORPORATE,Plavchak Raymond P,Salazar Alex,EAST/HUNTER,WHITFIELD KARA,601831079,NEW BUSINESS,"BUXTON,JIM","STANFORD,JACQUELINE",WHITFIELD KARA,Mfg & Dist:4,Process Manufacturing
VF CORPORATION,,GREENSBORO,North Carolina,,,,CORPORATE,Mock Darren,Salazar Alex,EAST/HUNTER,WHITFIELD KARA,100422,NEW BUSINESS,"DEWBERRY,BLAKE","GALLEGOS,BEN",WHITFIELD KARA,Mfg & Dist:4,Consumer Packaged Goods
AMERIPRISE FINANCIAL INC,,MINNEAPOLIS,Minnesota,,,,CORPORATE,Justice Andrew,Snyder Benjamin,EAST/HUNTER,WHITFIELD KARA,356836,NEW BUSINESS,"LANGMACK,TAMARA","BROWN,RENEE",WHITFIELD KARA,Financial Services Industry:2,Banking
BAPTIST HEALTHCARE SYSTEM INC,,LOUISVILLE,Kentucky,,,,CORPORATE,Cadieux Rich,Salazar Alex,EAST/HUNTER,WHITFIELD KARA,57203,MID ATLANTIC,"COPLEN,GINA","BRESACH,DANIEL",WHITFIELD KARA,Health & Life Sciences:3,Healthcare Providers
CATERPILLAR INC,,PEORIA,Illinois,,,,CORPORATE,Justice Andrew,Snyder Benjamin,EAST/HUNTER,WHITFIELD KARA,62252,NORTH CENTRAL,"SNY,KYLE","TORRES,CAMERON",WHITFIELD KARA,Mfg & Dist:4,Discrete - Machinery
UNIVERSAL HEALTH SERVICES INC,,KING OF PRUSSIA,Pennsylvania,,,,CORPORATE,Plavchak Raymond P,Salazar Alex,EAST/HUNTER,WHITFIELD KARA,101004,NEW BUSINESS,"PETERS,BILL","ARAGON,ROMELIA",WHITFIELD KARA,Health & Life Sciences:3,Healthcare Providers
COMMUNITY HEALTH NETWORK FOUNDATION INC,,INDIANAPOLIS,Indiana,,,,CORPORATE,Cadieux Rich,Salazar Alex,EAST/HUNTER,WHITFIELD KARA,66055,MID ATLANTIC,"ARDIZONE,TOM","LOERA,SANDRA",WHITFIELD KARA,Health & Life Sciences:3,Healthcare Providers
NOVANT HEALTH INC,,WINSTON SALEM,North Carolina,,,,CORPORATE,Mock Darren,Salazar Alex,EAST/HUNTER,WHITFIELD KARA,86684,SOUTH EAST,"DURANGE,JASON","MERRICK,REBECCA",WHITFIELD KARA,Other Industries:5,Business Services
FRONTIER COMMUNICATIONS CORPORATION,,STAMFORD,Connecticut,,,,CORPORATE,Stewart Chris,Salazar Alex,EAST/HUNTER,WHITFIELD KARA,73075,NORTH EAST,"CONSTANTINO,CORY","WORTHEN,JEREMY",WHITFIELD KARA,CME:1,Service Providers
UNIVERSITY OF CINCINNATI PHYSICANS ,,CINCINNATI,Ohio,,,,CORPORATE,Cadieux Rich,Salazar Alex,EAST/HUNTER,WHITFIELD KARA,100602,MID ATLANTIC,"JOHNSON,TRACY","STEVENSON,SARA",WHITFIELD KARA,Other Industries:5,Business Consultancy
AMERICAN INTERNATIONAL GROUP (AIG),,NEW YORK,New York,,,,CORPORATE,Taterka David,Snyder Benjamin,EAST/HUNTER,WHITFIELD KARA,356939,NY METRO,"DIMARCO,SUSAN","SANCHEZ,RICOH",WHITFIELD KARA,Financial Services Industry:2,Insurance
AISIN HOLDINGS OF AMERICA INC,,SEYMOUR,Indiana,,,,CORPORATE,Cadieux Rich,Salazar Alex,EAST/HUNTER,WHITFIELD KARA,356219,SOUTH CENTRAL,"LAU,DUSTIN","BABER,KAT",WHITFIELD KARA,Mfg & Dist:4,Automotive
SUNTRUST BANKS INC,,SAN FRANCISCO,California,,,,CORPORATE,Hempstead Kristin,Snyder Benjamin,EAST/HUNTER,WHITFIELD KARA,97533,NEW BUSINESS,"DEWBERRY,BLAKE","GALLEGOS,BEN",WHITFIELD KARA,Financial Services Industry:2,Banking
THE ADT CORPORATION,,BOCA RATON,Florida,,,,CORPORATE,Hempstead Kristin,Snyder Benjamin,EAST/HUNTER,WHITFIELD KARA,513414,SOUTH EAST,"HARMAN,KIM","JARAMILLO,TIMO",WHITFIELD KARA,0,0
NRG ENERGY INC,,PRINCETON,New Jersey,,,,CORPORATE,Taterka David,Snyder Benjamin,EAST/HUNTER,WHITFIELD KARA,86820,NEW BUSINESS,"TERSIGNI,JOE","SANCHEZ,RICH",WHITFIELD KARA,Mfg & Dist:4,Utilities
CMS ENERGY CORPORATION,,JACKSON,Michigan,,,,CORPORATE,Cadieux Rich,Salazar Alex,EAST/HUNTER,WHITFIELD KARA,64444,NEW BUSINESS,"BUXTON,JIM","STANFORD,JACQUELINE",WHITFIELD KARA,Mfg & Dist:4,Utilities
PRUDENTIAL FINANCIAL INC,,NEWARK,New Jersey,,,,CORPORATE,Taterka David,Snyder Benjamin,EAST/HUNTER,WHITFIELD KARA,89857,NEW BUSINESS,"TERSIGNI,JOE","SANCHEZ,RICH",WHITFIELD KARA,Financial Services Industry:2,Insurance
UBS AMERICAS INC,,STAMFORD,Connecticut,,,,CORPORATE,Taterka David,Snyder Benjamin,EAST/HUNTER,WHITFIELD KARA,99288,NY METRO,"SCHWAM,JACOB","GASPAR,MAGGIE",WHITFIELD KARA,Financial Services Industry:2,Financial Markets
CENTRAL SUFFOLK HOSPITAL,,RIVERHEAD,New York,,,,CORPORATE,Taterka David,Snyder Benjamin,EAST/HUNTER,WHITFIELD KARA,62023,NY METRO,"CAMMALLERI,PETE","DAVALOS,MARCUS",WHITFIELD KARA,Health & Life Sciences:3,Healthcare Providers
SCHOLASTIC CORPORATION,,NEW YORK,New York,,,,CORPORATE,Taterka David,Snyder Benjamin,EAST/HUNTER,WHITFIELD KARA,92595,NY METRO,"CAMMALLERI,PETE","DAVALOS,MARCUS",WHITFIELD KARA,CME:1,Media & Entertainment
SAINT ELIZABETH MEDICAL CENTER INC,,EDGEWOOD,Kentucky,,,,CORPORATE,Cadieux Rich,Salazar Alex,EAST/HUNTER,WHITFIELD KARA,77900,MID ATLANTIC,"JOHNSON,TRACY","STEVENSON,SARA",WHITFIELD KARA,Health & Life Sciences:3,Healthcare Providers
JOHN HANCOCK FINANCIAL SERVICES INC,,BOSTON,Massachusetts,,,,CORPORATE,Stewart Chris,Salazar Alex,EAST/HUNTER,WHITFIELD KARA,77380,NEW BUSINESS,"PETERS,BILL","ARAGON,ROMELIA",WHITFIELD KARA,Financial Services Industry:2,Financial Markets
ROCKWELL AUTOMATION INC,,MILWAUKEE,Wisconsin,,,,CORPORATE,Justice Andrew,Snyder Benjamin,EAST/HUNTER,WHITFIELD KARA,92115,NEW BUSINESS,"LANGMACK,TAMARA","BROWN,RENEE",WHITFIELD KARA,Mfg & Dist:4,High Tech/Electronics
MACANDREWS & FORBES HOLDINGS INC,,NEW YORK,New York,,,,CORPORATE,Taterka David,Snyder Benjamin,EAST/HUNTER,WHITFIELD KARA,81078,NEW BUSINESS,"TERSIGNI,JOE","SANCHEZ,RICH",WHITFIELD KARA,Mfg & Dist:4,Consumer Packaged Goods
